 12.277  223.776
 21.807 1237.533
 24.698   25.488
 24.80612507.656
 26.895    23.41
 31.066   215.84
 33.051  823.894
 34.342  251.478
 34.343  897.953
 34.594    0.182
  36.26    8.232
 37.422 4476.527
 41.948 1532.896
 42.432  116.497
 43.074 3704.186
 44.458   35.758
 44.735  153.032
  45.12  754.073
 45.397   43.695
 46.139     2.08
 48.024 2173.217
 48.808 2453.816
 50.647   64.309
 50.881 2295.766
 52.393  529.803
 53.127  546.722
 53.268    97.68
 53.713 1297.803
 55.343   1485.2
 55.434   17.646
 56.212  195.288
 56.613    558.5
  57.25     5.43
 57.328  351.479
 57.638  960.918
 58.637 1111.588
 58.876 2405.498
 61.006   82.651
 61.688   69.744
 62.749 1018.524
 62.822 1092.267
  63.11  153.246
 63.912 1383.051
 64.109   17.087
 64.642    3.352
 64.767  346.394
 64.998  607.005
 66.435   47.454
 66.786    2.234
 67.591   56.034
 67.814  789.873
 68.004 1405.922
 69.147   31.149
 69.345  1022.84
 69.384  205.633
 69.592    28.03
 70.835    16.98
 71.489  107.529
 71.577   75.486
 72.377   187.16
 72.381 1235.065
 72.834  412.966
 72.963  807.742
 72.976     40.2
 73.003  687.791
 75.128  319.382
 76.855   131.77
 76.976  279.721
 77.447    44.36
 77.862  216.115
 78.397  140.458
 78.413  331.039
 78.879  114.747
 79.574 1173.525
 79.822  372.954
 80.236  597.614
 80.298   143.14
 80.739 1285.752
 81.329 1079.334
 81.487  145.888
 82.387  706.083
 82.476  245.614
 83.179  377.909
  83.26  723.781
 84.052   49.394
 84.152  191.726
  84.16  432.221
 84.309   24.734
 85.095 1623.888
 85.928  472.382
 86.773  900.082
 86.843  588.615
 87.711  204.997
 88.414  895.566
 88.416   13.036
 88.478  139.704
 88.484  153.708
 88.493  400.739
 88.867    0.422
 89.081   268.33
 89.122  172.298
  90.17 1134.915
 90.463    74.26
 90.776   70.884
 91.431     0.54
 92.058 1163.518
 92.194  233.735
  92.47   16.638
 92.733  340.584
 92.734  470.574
 94.424  403.968
  94.48 1017.736
 94.816  167.214
 94.952  127.839
 95.639  903.003
 95.647    0.022
 96.266  803.795
 96.592   40.139
 96.926  461.048
 97.068    0.144
  97.25  490.163
 97.286    8.323
 97.521 1190.529
 97.955  914.926
 98.033  214.733
 98.037    8.378
 98.333   979.51
  98.47   39.739
 99.121   69.612
 99.597   12.342
100.223  159.598
100.324 1263.225
101.025   21.933
101.479  363.947
 101.92  159.063
  103.2  774.437
103.415  438.537
103.477  480.337
103.522  608.613
104.489    3.733
105.365    6.265
105.769    1.703
 106.29 1162.955
106.594  167.368
106.908  324.042
 106.96   57.593
106.973  102.952
107.369   604.72
107.408  520.305
107.463  103.696
107.473   31.865
107.816   14.363
108.339  112.993
108.345  476.587
108.948  539.497
109.008  227.904
 109.33  213.727
 110.69   76.606
111.008   56.947
111.447  451.616
111.977   54.758
112.008  243.826
112.761   70.393
113.316  813.619
113.796  989.044
114.069  616.918
114.295  166.927
114.736   77.072
114.776  623.456
114.779  419.892
115.111    8.196
115.934  905.997
117.032 1212.472
117.101   131.53
 117.15  314.524
117.622    0.955
117.686  195.993
118.052  606.839
118.243  625.055
118.247    2.644
118.352    1.729
118.442  162.951
119.092  137.574
119.959  971.798
121.333  130.412
122.129  645.744
123.127  807.974
 123.64   16.359
123.885   22.989
 123.99 1192.759
124.584  132.559
124.667   69.266
124.676   35.154
124.773  623.663
 125.23    21.58
 125.31  752.808
125.503   26.932
126.248  127.861
 126.26 1019.289
126.857  369.761
127.198   117.44
127.364  1135.19
127.373    4.422
127.422    0.052
127.957   59.109
128.559    3.859
128.594 2014.548
 128.93     1.61
129.199  410.757
129.249  252.974
129.249  154.121
129.611  110.634
130.133 1861.914
131.595  590.307
132.156   13.842
132.643    1.678
132.874  299.202
134.184 1030.941
135.336  372.332
135.356   68.959
135.646   41.797
135.828  518.513
136.015 1276.442
136.452  413.396
136.498  636.768
136.934   19.334
137.155  319.544
137.334  122.169
137.874  327.491
137.924  743.109
137.982    70.85
138.231  590.835
138.805    0.479
138.964  1006.41
139.004  388.658
 140.85  391.175
140.851    0.063
142.087  144.184
142.566  851.831
 143.02   44.272
144.942   12.172
  145.1   96.588
145.686   26.847
145.945   39.157
146.141   96.715
 146.52   88.525
146.541  184.528
146.732   22.723
147.212 1892.505
148.474   12.049
148.638  754.409
149.195    1.468
149.393   11.181
150.263  396.371
 150.29 1992.043
152.036   53.859
152.046  908.556
152.981   22.871
153.045   52.351
153.301 1667.598
153.461 1598.808
155.121   12.645
156.067  357.607
156.346      2.6
156.565   2287.1
156.659  180.691
157.895 2301.805
157.915  491.677
 158.03 1893.124
158.817   31.352
159.452 2829.636
160.372  351.144
163.937 2496.553
164.224  565.154
164.372   173.09
165.369  258.878
166.655   13.739
167.224  411.634
167.495 2133.306
169.461  947.413
170.098  566.849
  170.2    0.096
170.963   228.63
  173.4  172.929
